doc,dt,pid,texto,n_palavras
202307,2023-07-01,6,"O saldo de crédito direcionado aumentou 0,5 % no mês e 13,0 % em doze meses , alcançando R$2,2 trilhões em junho . Esse desempenho refletiu expansões ocorridas no segmento de pessoas jurídicas (0,1% e 8,1%) e no de pessoas físicas ( 0,7% e 15,7%) .",46
202307,2023-07-01,7,"As concessões nominais de crédito totalizaram R$515,3 bilhões em junho . Nas séries com ajuste sazonal, as concessões totais cresceram 0,8%, com alta de 3,0% no crédito às empresas e de 0,4% no crédito às famílias . Nos doze meses acumulados até junho , as concessões nominais cresceram 9,0% , com altas de 4,9% no crédito a pessoas jurídicas e de 12,5% no crédito a pessoas físicas . A média diária de concessões em junho aumentou 7,7% . A taxa média de juros das novas concessões em junho diminuiu 0,8 p.p . no mês e aumentou 3,4 p.p. na comparação com o mesmo período do ano anterior ao alcançar 31,7% a.a. . O spread bancário das novas concessões atingiu 22,0 p.p., com diminuição de 0,2 p.p. no mês e alta de 4,1 p.p. em doze meses .",137
202307,2023-07-01,8,"No crédito livre , a taxa média de juros alcançou 44,6 % a.a. em junho , com queda de 0,8 p.p. no mês e crescimento de 5,6 p.p. em doze meses . Por segmento, as taxa s médias de juros d as operações com as empresas e com as famílias apresentaram comportamentos semelhantes, com reduções mensais de 0,7 p.p. e 0,8 p.p., respectivamente, e altas de 0,5 p.p. e 7.6 p.p. em doze meses , situando -se em 23,1% a.a. e 59,1% a.a., na mesma ordem. Em amb os os segmentos, a diminuição foi influenciada principalmente por efetivas reduções nas taxas praticadas (efeito taxa) , observando -se menor contribuição de variações da carteira (efeito saldo).",115
202307,2023-07-01,9,250300350400450500550600 jun 21 ago 21 out 21 dez 21 fev 22 abr 22 jun 22 ago 22 out 22 dez 22 fev 23 abr 23 jun 23R$ bilhõesConcessões de crédito Dessazonalizado Nominal,32
202307,2023-07-01,10,"Nota para a Imprensa – 27.7.2023 O Indicador de Custo do Crédito (ICC), que mede o custo médio de todo o crédito do SFN, situou- se em 22,5% a.a., mantendo -se estável no mês e elevando -se 2,1 p.p. em 12 meses.",42
202307,2023-07-01,11,"O percentual de inadimplência da carteira de crédito total do SFN atingiu 3,6%, com estabilidade no mês e incremento de 0,9 p.p. em doze meses . Por segmento, a inadimplência assinalou estabilidade mensal nas operações com pessoas jurídicas, situando -se em 2,5%, e redução de 0,1 p.p., nas operações com pessoas físicas, situando -se em 4,2%. Em doze meses, esses indicadores subiram 1,1 p.p. e 0,7 p.p., respectivamente .",69
202307,2023-07-01,12,"No crédito livre , a inadimplência atingiu 4,9% em junho , com estabilidade mensal e elevação de 1,3 p.p. em doze meses . No crédito livre às empresas, esse indicador atingiu 3,1%, com altas de 0,1 p.p. no mês e 1,4 p.p. em relação a junho de 2022. Nessas bases de comparação, a inadimplência do crédito livre às famílias ficou estável no mês e subiu 1,1 p.p. em doze meses , alcan çando 6,3%.",74
202307,2023-07-01,13,"O endividamento das famílias sit uou-se em 48,8% em maio, com alta de 0,2 p.p. no mês e recuo de 1,0 p.p. em doze meses. Nas mesmas bases de comparação, o comprometimento de renda manteve o patamar de abril e aumento u 1,9 p.p. em doze meses, situando -se em 28,1%. 3. Agregados monetários",54
202307,2023-07-01,14,"A base monetária somou R$ 403,1 bilhões no mês de junho, com crescimento de 1,7% no mês e queda de 1% em doze meses. No mês, o volume de papel- moeda em circulação aumentou 2,1% e as reservas bancárias recuaram 0,3% .",42
202307,2023-07-01,15,"Entre os fluxos mensais dos fatores condicionantes da base monetária, impactaram de forma expansionista : as operações do Tesouro Nacional, R$36,6 bilhões ; as operações do setor externo, R$6,3 bilhões ; as operações de Redesconto e de Linhas de Liquidez, R$46 milhões ; e as operações com títulos públicos federais, R$12 bilhões (colocações líquidas de R$143 bilhões no mercado primário e compras líquidas de R$155 bilhões no mercado secundário). No sentido contracionista , ocorreram operações com derivativos, -R$20,5 bilhões , e depósitos de instituições financeiras, - R$ 13,6 bilhões (recolhimento de recursos de caderneta de poupança, -R$19,6 bilhões ; de recursos de depósitos a prazo, - R$3 bilhões ; de 01234567 jun 19 set 19 dez 19 mar 20 jun 20 set 20 dez 20 mar 21 jun 21 set 21 dez 21 mar 22 jun 22 set 22 dez 22 mar 23 jun 23%Inadimplência -Recursos livres Pessoa Jurídica Pessoa Física Total",152
202307,2023-07-01,16,"Nota para a Imprensa – 27.7.2023 recursos não aplicados em operações de microfinanças, -R$12 milhões ; recebimentos de depósitos para compensação de cheques e outros papeis, -R$106 milhões ; liberação de depósitos voluntários a prazo, +R$2,6 bilhões ; de recursos do Proagro, +R1 bilhão ; e de depósitos de garantias em espécie vincu ladas a Linhas Financeiras de Liquidez – LFL, +R$5,5 bilhões ).",64
202307,2023-07-01,17,"Os meios de pagamento restritos (M1) totaliz aram R$588,5 bilhões, com elevação de 1,8% no mês, decorrente de incremento s respectivos de 2,9% e de 0,9% no papel -moeda em poder do público e nos depósitos à vista. Considerando -se dados dessazonalizados, o M1 recuou 0,6% no mês .",49
202307,2023-07-01,18,"O M2 cresceu 1,7% no mês, com saldo total de R$5,4 trilhões . O crescimento refletiu o aumento de 2,1% no saldo de títulos emitidos po r instituições financeiras , R$3,9 trilhões, resultado do aumento de 2,0% no saldo das letras de crédito (LCA e LCI) e de 2,4% nos depósitos a prazo, que totalizaram R$714 bilhões e R$2,6 trilhões , respectivamente . Em junho, a poupança registrou captações líquidas , pela primeira vez no ano, que somaram 2,6 R$ bilhões, totalizando R$967 bilhões, com expansão de 0,4%. Os depósitos a prazo tiveram captações líquidas de R$33,3 bilhões. O M3 variou 2,0%, totalizando R$10,2 trilhões, reflexo do s aumento s do M2 e do saldo das quotas de fundos monetários , que totalizou R$4,6 trilhões, com aumento de 2,2%. O M4 alcançou R$11,2 trilhões , com avanços de 0,7% no mês e de 10,4% em doze meses .",148
202308,2023-08-01,1,Nota para a Imprensa – 28.8 .2023 1. Crédito ampliado ao setor não financeiro,14
202308,2023-08-01,2,"Em ju lho, o saldo do crédito ampliado ao setor não financeiro situou -se em R$15,2 trilhões (14 6,2% do PIB), com redução de 0,5% no mês . Essa variação decorreu principalmente da queda de 2,1% no saldo d a dívida externa, associada à apreciação cambial de 1,6% . Na comparação interanual, o crédito ampliado manteve a trajetória de desaceleração iniciada em março, com cresc imento em doze meses de 7,0%, ante 7,8% registrado em junho deste ano.",78
202308,2023-08-01,3,"O crédito ampliado a empresas situou -se em R$5,2 trilhões ( 49,9 % do PIB), com redução de 0, 8% no mês, influenciad a principalmente pela retração de 2,0% na dívida externa. Na comparação com ju lho de 2022, a expansão de 6,2% refletiu destacadamente o aumento de 2 4,7% em títulos de dívida.",54
202308,2023-08-01,4,"O crédito ampliado às famílias alcançou R$3, 6 trilhões (34, 3% do PIB) em ju lho, com expansão de 0, 4% no mês e expansão de 1 1,3% em doze meses, em função do incremento nos empréstimos do SFN.",39
202308,2023-08-01,5,2. Operações de crédito do Sistema Financeiro Nacional (SFN),9
202308,2023-08-01,6,"O saldo das operações de crédito do SFN atingiu R$5,4 trilhões em julho, redução mensal de 0,2 %. Esse resultado decorreu, basicamente, da diminuição de 1,1% n o saldo das operações de crédito com pessoas jurídicas, que atingiu R$ 2,1 trilhões, em contraposição ao crescimento de 0,4% n o das realizadas com pessoas físicas , R$ 3,3 trilhões . Na comparação com o mesmo período do ano anterior , o saldo das operações de crédito do SFN aumentou 8,2% (9,2% em junho) , mantendo a trajetória de desaceleração observada desde meados de 2022 . Por segmento, na comparação interanual , os saldos de crédito para empresas e famílias também registraram diminuição no ritmo de expansão , com altas de 2,7 %, ante 3,5%, e de 12,1 %, ante 13,2 %, na ordem .",133
202308,2023-08-01,7,"O saldo das operações de crédito com recursos livres atingiu R$ 3,2 trilhões, redução de 0,8% no mês e crescimento de 5,5% em 12 meses. Já o crédito livre para empresas totalizou R$1, 3 trilhão em julho, com declínios de 2,3% no mês e de 0,6 % comparativamente ao mesmo mês d e 2022 . Ressalte -se as diminuições das carteiras de desconto de duplicatas ( -7,6%), após movimento sazonal de expansão ocorrido no mês anterior, antecipação de faturas de cartão de crédito ( -12,8%), capital de giro total ( -1,0%), cartão de crédito rotativo ( -36,1%) e adiantament o de contratos de câmbio – ACC ( -2,2%).",108
202308,2023-08-01,8,0510152025 jul 21 set 21 nov 21 jan 22 mar 22 mai 22 jul 22 set 22 nov 22 jan 23 mar 23 mai 23 jul 23%Saldos de crédito -Variação em 12 meses Total Livre Direcionado,36
202308,2023-08-01,9,"Nota para a Imprensa – 28.8 .2023 O saldo de crédito com recursos livre s às famílias somou R$1,8 trilhão em julho , com incrementos de 0 ,3% no mês e de 10,4 % em em relação ao mesmo período do ano anterior . Esse desempenho concentrou -se, principalmente, nas carteiras de cartão de crédito à vista, financiamento para a aquisição de veículos e crédito pessoal consignado para trabalhadores do setor público, com aumentos de 1,2%, 0,7% e 0,4%, respectivamente .",81
202308,2023-08-01,10,"O saldo de crédito com recursos direcionado s atingiu R$ 2,2 trilhões, com elevações de 0,7% no mês e de 12,5% em doze meses . Esse resultado decorreu da evolução das carteiras de crédito às pessoas jurídicas e às pessoas físicas, que registraram crescimentos mensais de 1,0% e 0,6%, respectivamente, e de 9,0% e 14,3% comparativamente ao mesmo período do ano anterior, na mesma ordem.",65
202308,2023-08-01,11,"As novas contratações nominais de crédito totalizaram R$488,0 bilhões em julho. Nas séries sazonalmente ajustadas , as novas contratações cresceram 0,7%, com expansão de 2,6% nas contratações pactuadas com as famílias em contraposição a redução de 3,6% nas com as empresas . Nos doze meses acumulados até jul ho, as novas contratações nominais aumentaram 7,8 %, com incrementos de 3,3% no crédito a pessoas juríd icas e de 11,6 % no crédito à pessoas físicas . As concessões médias diárias em jul ho deste ano registraram queda de 5,4% em relação a junho .",94
202308,2023-08-01,12,"A taxa média de juros das novas concessões em jul ho diminuiu 0,3 p.p. no mês e aumentou 1,7 p.p. em doze meses ao atingir 31,4 % a.a . O spread bancário das novas concessões atingiu 21,9 p.p., com redução de 0,1 p.p. no mês e incremento de 3,1 p.p. comparativamente ao mesmo período do ano anterior .",58
202308,2023-08-01,13,"Taxas médias de juros (% a.a.) Variações mensais (p.p.) jun/23 jul/23Efeito TaxaEfeito Saldo Total Pessoa Física 59,1 58,5 0,3 -0,9 -0,6 Pessoa Jurídica 23,0 23,3 0,3 0,0 0,3 Total 44,6 44,3 0,3 -0,6 -0,3Crédito com Recursos Livres 300350400450500550600 jul 21 set 21 nov 21 jan 22 mar 22 mai 22 jul 22 set 22 nov 22 jan 23 mar 23 mai 23 jul 23R$ bilhõesConcessões de crédito Dessazonalizado Nominal",69
202308,2023-08-01,14,"Nota para a Imprensa – 28.8 .2023 Nas operações de crédito com recursos livres , a taxa média de juros atingiu 44,3 % a.a. em julho, com diminuição mensal de 0,3 p.p. e expansão de 3,9 p.p. em doze meses . Por segmento, a taxa média de juros para as operações contratadas com pessoas jurídicas situou -se em 23,3%, com elevação de 0,3 p.p. no mês e redução de 0,1 p.p. em doze meses . Esse movimento foi determinado pelo efetivo aumento das taxa s, disseminado nas principais modalidades (efeito taxa). No tocante às taxas médias praticadas nas operações de crédito livre com pessoas físicas em julho, houve queda de 0,6 p.p. no mês e expansão de 5,1 p.p. em doze meses , ao atingir 58,5% . Diferentemente do movimento observado no segmento empresarial, a redução na taxa média de juros no mês foi influenciada, principalmente, pela alteração da composição das carteiras de crédito (efeito saldo).",156
202308,2023-08-01,15,"O Indicador de Custo do Crédito (ICC), que mede o custo médio de todo o crédito do SFN, situou -se em 22,5% a.a., redução de 0,1 p.p. no mês e aumento de 1,7 p.p. em 12 meses.",37
202308,2023-08-01,16,"A inadimplência do crédito total do SFN manteve -se estável no mês, situando -se em 3,6% . Por segmento, a inadimplência aumentou 0,1 p.p . para a carteira de pessoas jurídicas e permaneceu estável n a carteira de pessoas físicas ao situar -se, respectivamente, em 2,7% e 4,2%.",48
202308,2023-08-01,17,"No crédito livre , a inadimplência alcançou 5,0% em jul ho, alta mensal de 0,1 p.p . Por segmento, a inadimplência da carteira de crédito às pessoas jurídicas atingiu 3,3%, com aumento mensal de 0,2 p.p. concentrad o na carteira de desconto de duplicatas e recebíveis (+0,9 p.p.). Na carteira de crédito livre às pessoas físicas, a inadimplê ncia diminuiu 0,1 p.p. no mês , totalizando 6,2%.",67
202308,2023-08-01,18,"O endividamento das famílias situou-se em 48,3% em junho , com queda de 0, 5 p.p. no mês e de 1, 6 p.p. em doze meses. Nas mesmas bases de comparação, o comprometimento de renda aumentou 0,2 p.p. em junho e 1,5 p.p. em doze meses, situando -se em 28, 3%.",51
202308,2023-08-01,19,"A base monetária somou R$ 394,9 bilhões no mês de julho, redução de 2% no mês e aumento de 1,4% em doze meses. No mês, o volume de papel -moeda em circulação cresceu 1,2% e as reservas bancárias diminuíram 17,7%.",40
